QTL_ID	QTL_symbol	Trait_name	Assotype	MapType	Chromosome	Position_cm	Range_cm	FlankMark_A2	FlankMark_A1	Peak_Mark	FlankMark_B1	FlankMark_B2	Exp_ID	Model	TestBase	SigLevel	LOD_score	LS_mean	P_values	F_Statistics	VARIANCE	Dom_effect	Add_effect	PUBMED_ID	Cand_gene_symb	Cand_gene_name	Comments
27220	OSTEO	osteochondrosis	Association	Linkage	16	44.6				TKY350			1247	Mendelian		Significant	1.13		<0.05					17906894			Hock
27221	OSTD	Osteochondrosis dissecans	Association	Linkage	16	44.6				TKY350			1247	Mendelian		Significant	1.81		<0.05					17906894			Hock
27222	OSTEO	osteochondrosis	Association	Linkage	16	45.6				LEX059			1247	Mendelian		Significant	1.15		<0.05					17906894			Hock
27223	OSTD	Osteochondrosis dissecans	QTL	Linkage	16	45.6				LEX059			1247	Mendelian		Significant	1.80		<0.05					17906894			Hock
27224	OSTEO	osteochondrosis	Association	Linkage	16	126.5				TKY406			1247	Mendelian		Significant	1.02		<0.05					17906894			Hock
28235	OSTD	Osteochondrosis dissecans	QTL	Linkage	5		64.03 - 76.90						1264	Mendelian		Significant			<0.05					19392821			Fetlock
28236	OSTEO	osteochondrosis	QTL	Linkage	5		66.40 - 74.13						1264	Mendelian		Significant			<0.05					19392821			Fetlock
28237	OSTD	Osteochondrosis dissecans	Association	Linkage	4	69.0							1250	Mendelian	0	Significant			0.045					18227080	AOAH	acyloxyacyl hydrolase (neutrophil)	Fetlock; ti|1248907742:g.288G>A
28238	OSTD	Osteochondrosis dissecans	Association	Linkage	4	69.0							1250	Mendelian	0	Significant			0.022					18227080	AOAH	acyloxyacyl hydrolase (neutrophil)	Fetlock; ti|1248907742:g.578C>T
28239	OSTD	Osteochondrosis dissecans	Association	Linkage	4	69.0							1250	Mendelian	0	Significant			0.033					18227080	AOAH	acyloxyacyl hydrolase (neutrophil)	Fetlock; AJ543065:g.703A>G
28240	OSTEO	osteochondrosis	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.007					19304740	XIRP2	xin actin-binding repeat containing 2	Fetlock; AJ885515:g.159A>G
28241	OSTEO	osteochondrosis	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.015					19304740	XIRP2	xin actin-binding repeat containing 2	Fetlock; AJ885515:g.445T>C
28242	OSTD	Osteochondrosis dissecans	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.003					19304740	XIRP2	xin actin-binding repeat containing 2	Fetlock; AJ885515:g.159A>G
28243	OSTD	Osteochondrosis dissecans	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.006					19304740	XIRP2	xin actin-binding repeat containing 2	Fetlock; AJ885515:g.445T>C
28244	OSTEO	osteochondrosis	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.014					19304740	XIRP2	xin actin-binding repeat containing 2	Hock; AJ885515:g.159A>G
28245	OSTEO	osteochondrosis	Association	Linkage	18	53.0							1265	Mendelian	0	Significant			0.027					19304740	XIRP2	xin actin-binding repeat containing 2	Hock; AJ885515:g.445T>C
28246	OSTEO	osteochondrosis	Association	Linkage	18	154.2				HLM003			1266	Mendelian		Significant	0.61		0.015					19684265			
28247	OSTEO	osteochondrosis	Association	Linkage	18	87.6				UCDEQ387			1266	Mendelian		Significant			0.008					19684265			
28248	OSTEO	osteochondrosis	QTL	Linkage	18		84.9 - 88.3						1266	Mendelian		Significant			<0.03					19684265			
28249	OSTD	Osteochondrosis dissecans	Association	Linkage	18	154.2				HLM003			1266	Mendelian		Significant			0.03					19684265			Hock
28250	OSTD	Osteochondrosis dissecans	Association	Linkage	18	87.6				UCDEQ387			1266	Mendelian		Significant			0.03					19684265			Hock
28251	GPT	Guttural pouch tympany	Association	Linkage	2	32.6							1267	Mendelian		Significant	0.95		0.02					19703122			
28252	GPT	Guttural pouch tympany	Association	Linkage	2	32.8							1267	Mendelian		Significant	0.99		0.02					19703122			
28253	GPT	Guttural pouch tympany	Association	Linkage	2	43.4				UM007			1267	Mendelian		Significant			0.03					19703122			
28254	GPT	Guttural pouch tympany	Association	Linkage	2	33.7							1267	Mendelian		Significant			0.03					19703122			
28255	GPT	Guttural pouch tympany	Association	Linkage	2	43.4				AHT073			1267	Mendelian		Significant			0.03					19703122			
28256	GPT	Guttural pouch tympany	Association	Linkage	15	81.8				AHT002			1267	Mendelian		Significant			0.02					19703122			
28257	GPT	Guttural pouch tympany	Association	Linkage	15	90.3				HMS001			1267	Mendelian		Significant			0.03					19703122			
28258	GPT	Guttural pouch tympany	Association	Linkage	15	50.6							1267	Mendelian		Significant	0.99		0.02					19703122			
28259	GPT	Guttural pouch tympany	Association	Linkage	15	50.9							1267	Mendelian		Significant	0.94		0.02					19703122			
28260	GPT	Guttural pouch tympany	Association	Linkage	15	51.4							1267	Mendelian		Significant	0.86		0.02					19703122			
28261	GPT	Guttural pouch tympany	Association	Linkage	15	51.8							1267	Mendelian		Significant	1.00		0.02					19703122			
28262	GPT	Guttural pouch tympany	Association	Linkage	2	28.6							1267	Mendelian		Significant	1.58		0.003					19703122			Fillies only
28263	GPT	Guttural pouch tympany	Association	Linkage	2	41.7				HMS054			1267	Mendelian		Significant	1.58		0.003					19703122			Fillies only
28264	GPT	Guttural pouch tympany	Association	Linkage	2	31.1							1267	Mendelian		Significant	1.49		0.004					19703122			Fillies only
28265	GPT	Guttural pouch tympany	Association	Linkage	2	56.3				ASB017			1267	Mendelian		Significant	1.66		0.003					19703122			Fillies only
28266	GPT	Guttural pouch tympany	Association	Linkage	2	32.6							1267	Mendelian		Significant	1.68		0.003					19703122			Fillies only
28267	GPT	Guttural pouch tympany	Association	Linkage	2	32.8							1267	Mendelian		Significant	1.69		0.003					19703122			Fillies only
28268	GPT	Guttural pouch tympany	Association	Linkage	2	43.4				UM007			1267	Mendelian		Significant	1.75		<0.04					19703122			Fillies only
28269	GPT	Guttural pouch tympany	Association	Linkage	2	33.7							1267	Mendelian		Significant	1.74		<0.04					19703122			Fillies only
28270	GPT	Guttural pouch tympany	Association	Linkage	2	43.4				AHT073			1267	Mendelian		Significant	1.68		0.003					19703122			Fillies only
28271	GPT	Guttural pouch tympany	Association	Linkage	15	59.4				AHT016			1267	Mendelian		Significant	1.02		0.015					19703122			Colts only
28272	GPT	Guttural pouch tympany	Association	Linkage	15	63.2				HTG006			1267	Mendelian		Significant	1.06		0.013					19703122			Colts only
28273	GPT	Guttural pouch tympany	Association	Linkage	15	48.3							1267	Mendelian		Significant	1.13		0.011					19703122			Colts only
28274	GPT	Guttural pouch tympany	Association	Linkage	15	48.9							1267	Mendelian		Significant	1.25		0.008					19703122			Colts only
28275	GPT	Guttural pouch tympany	Association	Linkage	15	49.3							1267	Mendelian		Significant	1.29		0.007					19703122			Colts only
28276	GPT	Guttural pouch tympany	Association	Linkage	15	81.8				AHT002			1267	Mendelian		Significant	1.58		0.004					19703122			Colts only
28277	GPT	Guttural pouch tympany	Association	Linkage	15	50.6							1267	Mendelian		Significant	1.58		0.003					19703122			Colts only
28278	GPT	Guttural pouch tympany	Association	Linkage	15	50.9							1267	Mendelian		Significant	1.57		0.004					19703122			Colts only
28279	GPT	Guttural pouch tympany	Association	Linkage	15	51.4							1267	Mendelian		Significant	1.51		0.004					19703122			Colts only
28280	GPT	Guttural pouch tympany	Association	Linkage	15	51.8							1267	Mendelian		Significant	1.47		0.005					19703122			Colts only
28281	GPT	Guttural pouch tympany	Association	Linkage	15	90.3				HMS001			1267	Mendelian		Significant	1.47		0.005					19703122			Colts only
28282	GPT	Guttural pouch tympany	Association	Linkage	15	147.6				COR075			1267	Mendelian		Significant	1.40		0.006					19703122			Colts only
28283	GPT	Guttural pouch tympany	Association	Linkage	15	52.4							1267	Mendelian		Significant			0.006					19703122			Colts only
28284	GPT	Guttural pouch tympany	Association	Linkage	15	59.4				AHT016			1267	Mendelian		Significant			0.01					19703122			Colts only
28285	GPT	Guttural pouch tympany	Association	Linkage	15	63.2				HTG006			1267	Mendelian		Significant			0.003					19703122			Colts only
28286	GPT	Guttural pouch tympany	Association	Linkage	15	48.3							1267	Mendelian		Significant			<0.05					19703122			Colts only
28287	GPT	Guttural pouch tympany	Association	Linkage	15	48.9							1267	Mendelian		Significant			<0.05					19703122			Colts only
28288	GPT	Guttural pouch tympany	Association	Linkage	15	49.3							1267	Mendelian		Significant			<0.05					19703122			Colts only
28289	GPT	Guttural pouch tympany	Association	Linkage	15	81.8				AHT002			1267	Mendelian		Significant			<0.05					19703122			Colts only
28290	GPT	Guttural pouch tympany	Association	Linkage	15	50.6							1267	Mendelian		Significant			<0.05					19703122			Colts only
28291	GPT	Guttural pouch tympany	Association	Linkage	15	50.9							1267	Mendelian		Significant			<0.05					19703122			Colts only
28292	GPT	Guttural pouch tympany	Association	Linkage	15	51.4							1267	Mendelian		Significant			<0.05					19703122			Colts only
28293	GPT	Guttural pouch tympany	Association	Linkage	15	51.8							1267	Mendelian		Significant			<0.05					19703122			Colts only
28294	GPT	Guttural pouch tympany	Association	Linkage	15	90.3				HMS001			1267	Mendelian		Significant			0.003					19703122			Colts only
28295	GPT	Guttural pouch tympany	Association	Linkage	15	147.6				COR075			1267	Mendelian		Significant			0.02					19703122			Colts only
28296	GPT	Guttural pouch tympany	Association	Linkage	15	52.4							1267	Mendelian		Significant			0.04					19703122			Colts only
28297	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	274.3				1CA043			1288	Mendelian		Significant			<0.001					20039044			
28298	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	276.4				TKY002			1288	Mendelian		Significant			<0.001					20039044			
28299	CHRLYMP	chronic progressive lymphedema	Association	Linkage	9	63				UMNe103			1288	Mendelian		Significant	0.66		0.04					20039044			
28300	CHRLYMP	chronic progressive lymphedema	Association	Linkage	9	60.6							1288	Mendelian		Significant	0.87		0.02					20039044			
28301	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	59.4							1288	Mendelian		Significant	0.83		0.03					20039044			
28302	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	5.7				HTG003			1288	Mendelian		Significant	1.24		0.008					20039044			
28303	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	65.4							1288	Mendelian		Significant	1.59		0.003					20039044			
28304	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	30.6				COR011			1288	Mendelian		Significant	1.48		0.005					20039044			
28305	CHRLYMP	chronic progressive lymphedema	Association	Linkage	17	4.4				COR072			1288	Mendelian		Significant	2.16		<0.05					20039044			
28306	CHRLYMP	chronic progressive lymphedema	Association	Linkage	17	12.2				COR007			1288	Mendelian		Significant	2.20		<0.05					20039044			
28307	CHRLYMP	chronic progressive lymphedema	Association	Linkage	17	27.1				UMNe176			1288	Mendelian		Significant	0.85		0.02					20039044			
28308	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	118.1				TKY597			1288	Mendelian		Significant			0.005					20039044			
28309	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	42.2				NVHEQ100			1288	Mendelian		Significant	1.00		0.02					20039044			
28310	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	35.6				1CA012			1288	Mendelian		Significant	1.12		0.011					20039044			
28311	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	63.7				COR100			1288	Mendelian		Significant	0.60		0.05					20039044			
28312	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	96.3				AHT040			1288	Mendelian		Significant			0.02					20039044			
28313	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	263.1				COR046			1288	Mendelian		Significant			0.004					20039044			
28314	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	240.5				1CA020			1288	Mendelian		Significant			0.03					20039044			
28315	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	115.5				LEX058			1288	Mendelian		Significant			0.03					20039044			
28316	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	274.3				1CA043			1288	Mendelian		Significant			<0.001					20039044			
28317	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	276.4				TKY002			1288	Mendelian		Significant			<0.001					20039044			
28318	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	122.9				1CA025			1288	Mendelian		Significant			0.04					20039044			
28319	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	125.2							1288	Mendelian		Significant			0.04					20039044			
28320	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	293.8				HTG012			1288	Mendelian		Significant			0.009					20039044			
28321	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	134.6				AHT058			1288	Mendelian		Significant			0.013					20039044			
28322	CHRLYMP	chronic progressive lymphedema	Association	Linkage	1	134.6				UM004			1288	Mendelian		Significant			0.02					20039044			
28323	CHRLYMP	chronic progressive lymphedema	Association	Linkage	7	45							1288	Mendelian		Significant	1.00		0.02					20039044			
28324	CHRLYMP	chronic progressive lymphedema	Association	Linkage	7	46.1							1288	Mendelian		Significant	0.79		0.03					20039044			
28325	CHRLYMP	chronic progressive lymphedema	Association	Linkage	9	29.5				HMS003			1288	Mendelian		Significant	0.67		0.04					20039044			Saxon-Thuringian horses
28326	CHRLYMP	chronic progressive lymphedema	Association	Linkage	9	59.2				HTG008			1288	Mendelian		Significant	0.58		0.05					20039044			Saxon-Thuringian horses
28327	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	65.4							1288	Mendelian		Significant	0.98		0.02					20039044			Saxon-Thuringian horses
28328	CHRLYMP	chronic progressive lymphedema	Association	Linkage	16	30.6				COR011			1288	Mendelian		Significant	0.63		0.04					20039044			Saxon-Thuringian horses
28329	CHRLYMP	chronic progressive lymphedema	Association	Linkage	17	4.4				COR072			1288	Mendelian		Significant	0.81		0.03					20039044			Saxon-Thuringian horses
28330	CHRLYMP	chronic progressive lymphedema	Association	Linkage	17	12.2				COR007			1288	Mendelian		Significant	0.82		0.03					20039044			Saxon-Thuringian horses
28331	CHRLYMP	chronic progressive lymphedema	Association	Linkage	4	117.7				SGCV023			1288	Mendelian		Significant			0.03					20039044			
28333	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	32.1							1288	Mendelian		Significant			0.013					20039044			
28332	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	49				COR015			1288	Mendelian		Significant	0.55		0.05					20039044			
28334	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	51.3				UCDEQ412			1288	Mendelian		Significant			0.008					20039044			
28335	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	52.3				LEX062			1288	Mendelian		Significant			0.007					20039044			
28336	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	69.8				LEX017			1288	Mendelian		Significant			0.010					20039044			
28337	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	38.7							1288	Mendelian		Significant	0.86		0.02					20039044			
28338	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	46.9							1288	Mendelian		Significant	0.57		0.05					20039044			
28339	CHRLYMP	chronic progressive lymphedema	Association	Linkage	4	117.7				SGCV023			1288	Mendelian		Significant			0.013					20039044			
28340	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	49				COR015			1288	Mendelian		Significant	1.01		0.02					20039044			
28341	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	49.8				LEX008			1288	Mendelian		Significant	1.08		0.013					20039044			
28342	CHRLYMP	chronic progressive lymphedema	Association	Linkage	10	32.1							1288	Mendelian		Significant			0.004					20039044			
